,game,model,experiment,episode,metric,value
1518,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Success,1.0
1519,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,Main Score,43.51851851851852
1520,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Aborted,0.0
1521,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Request Count,56.0
1522,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Parsed Request Count,54.0
1523,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Violated Request Count,2.0
1524,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Request Success Ratio,0.9642857142857143
1525,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Lose,0.0
1526,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Success,1.0
1527,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,Main Score,31.48148148148148
1528,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Aborted,0.0
1529,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Request Count,59.0
1530,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Parsed Request Count,54.0
1531,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Violated Request Count,5.0
1532,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Request Success Ratio,0.9152542372881356
1533,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Lose,0.0
1534,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Success,1.0
1535,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,Main Score,38.888888888888886
1536,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Aborted,0.0
1537,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Request Count,55.0
1538,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Parsed Request Count,54.0
1539,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Violated Request Count,1.0
1540,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Request Success Ratio,0.9818181818181818
1541,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Lose,1.0
1542,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Success,0.0
1543,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_4,Main Score,31.48148148148148
1544,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Aborted,0.0
1545,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Request Count,62.0
1546,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Parsed Request Count,54.0
1547,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Violated Request Count,8.0
1548,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Request Success Ratio,0.8709677419354839
1549,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Lose,0.0
1550,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Success,1.0
1551,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_0,Main Score,50.0
1552,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Aborted,0.0
1553,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Request Count,60.0
1554,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Parsed Request Count,54.0
1555,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Violated Request Count,6.0
1556,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Request Success Ratio,0.9
1557,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Lose,0.0
1558,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Success,1.0
1559,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_2,Main Score,31.48148148148148
1560,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Aborted,0.0
1561,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Request Count,58.0
1562,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Parsed Request Count,54.0
1563,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Violated Request Count,4.0
1564,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Request Success Ratio,0.9310344827586207
1565,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Lose,1.0
1566,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Success,0.0
1567,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_1,Main Score,42.592592592592595
1568,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Aborted,0.0
1569,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Request Count,58.0
1570,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Parsed Request Count,54.0
1571,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Violated Request Count,4.0
1572,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Request Success Ratio,0.9310344827586207
1573,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Lose,0.0
1574,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Success,1.0
1575,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_3,Main Score,38.888888888888886
1576,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Aborted,0.0
1577,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Request Count,61.0
1578,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Parsed Request Count,54.0
1579,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Violated Request Count,7.0
1580,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Request Success Ratio,0.8852459016393442
1581,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Lose,1.0
1582,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Success,0.0
1583,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,6_short_pos2_easy,episode_5,Main Score,28.703703703703702
1584,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Aborted,0.0
1585,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Request Count,68.0
1586,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Parsed Request Count,54.0
1587,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Violated Request Count,14.0
1588,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Request Success Ratio,0.7941176470588235
1589,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Lose,1.0
1590,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Success,0.0
1591,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,Main Score,38.888888888888886
1592,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Aborted,0.0
1593,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Request Count,61.0
1594,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Parsed Request Count,54.0
1595,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Violated Request Count,7.0
1596,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Request Success Ratio,0.8852459016393442
1597,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Lose,0.0
1598,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Success,1.0
1599,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,Main Score,50.925925925925924
1600,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Aborted,1.0
1601,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Request Count,12.0
1602,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Parsed Request Count,6.0
1603,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Violated Request Count,6.0
1604,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Request Success Ratio,0.5
1605,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Lose,1.0
1606,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Success,0.0
1607,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,Main Score,0.0
1608,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Aborted,0.0
1609,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Request Count,63.0
1610,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Parsed Request Count,54.0
1611,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Violated Request Count,9.0
1612,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Request Success Ratio,0.8571428571428571
1613,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Lose,1.0
1614,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Success,0.0
1615,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,Main Score,40.74074074074074
1616,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Aborted,0.0
1617,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Request Count,63.0
1618,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Parsed Request Count,54.0
1619,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Violated Request Count,9.0
1620,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Request Success Ratio,0.8571428571428571
1621,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Lose,0.0
1622,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Success,1.0
1623,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,Main Score,53.7037037037037
1624,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Aborted,0.0
1625,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Request Count,58.0
1626,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Parsed Request Count,54.0
1627,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Violated Request Count,4.0
1628,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Request Success Ratio,0.9310344827586207
1629,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Lose,1.0
1630,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Success,0.0
1631,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,Main Score,30.555555555555557
1632,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Aborted,0.0
1633,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Request Count,64.0
1634,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Parsed Request Count,54.0
1635,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Violated Request Count,10.0
1636,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Request Success Ratio,0.84375
1637,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Lose,0.0
1638,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Success,1.0
1639,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,Main Score,37.96296296296296
1640,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Aborted,0.0
1641,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Request Count,60.0
1642,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Parsed Request Count,54.0
1643,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Violated Request Count,6.0
1644,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Request Success Ratio,0.9
1645,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Lose,1.0
1646,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Success,0.0
1647,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,Main Score,38.888888888888886
1648,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Aborted,0.0
1649,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Request Count,65.0
1650,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Parsed Request Count,54.0
1651,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Violated Request Count,11.0
1652,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Request Success Ratio,0.8307692307692308
1653,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Lose,1.0
1654,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Success,0.0
1655,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,Main Score,36.111111111111114
1656,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Aborted,0.0
1657,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Request Count,60.0
1658,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Parsed Request Count,54.0
1659,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Violated Request Count,6.0
1660,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Request Success Ratio,0.9
1661,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Lose,0.0
1662,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Success,1.0
1663,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,Main Score,50.925925925925924
1664,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Aborted,0.0
1665,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Request Count,65.0
1666,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Parsed Request Count,54.0
1667,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Violated Request Count,11.0
1668,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Request Success Ratio,0.8307692307692308
1669,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Lose,1.0
1670,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Success,0.0
1671,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,Main Score,45.370370370370374
1672,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Aborted,0.0
1673,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Request Count,65.0
1674,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Parsed Request Count,54.0
1675,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Violated Request Count,11.0
1676,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Request Success Ratio,0.8307692307692308
1677,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Lose,0.0
1678,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Success,1.0
1679,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,Main Score,43.51851851851852
1680,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Aborted,1.0
1681,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Request Count,82.0
1682,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Parsed Request Count,67.0
1683,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Violated Request Count,15.0
1684,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Request Success Ratio,0.8170731707317073
1685,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Lose,0.0
1686,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Success,0.0
1687,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_4,Main Score,0.0
1688,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_0,Aborted,1.0
1689,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_0,Request Count,253.0
1690,wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_0,Parsed Request Count,195.0
