game,model,experiment,episode,round,predictions,tricks_per_player,points
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_5,12,4,4,60
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_5,13,4,6,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_5,14,4,5,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,2_full_programmatic2,episode_5,15,5,9,-40
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,1,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,2,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,3,1,1,30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,4,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,5,0,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,6,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,7,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_0,8,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,1,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,2,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,3,0,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,4,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,5,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,6,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,7,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_2,8,3,0,-30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,1,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,2,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,3,1,1,30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,4,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,5,2,2,40
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,6,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,7,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_3,8,1,2,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,1,1,1,30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,2,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,3,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,4,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,5,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,6,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,7,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_4,8,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,1,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,2,0,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,3,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,4,2,1,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,5,1,1,30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,6,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,7,2,2,40
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_1,8,2,0,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,1,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,2,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,3,1,0,-10
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,4,1,1,30
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,5,1,3,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,6,0,0,20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,7,3,1,-20
wizardsapprentice,Mixtral-8x22B-Instruct-v0.1-t0.0--custom-t0.0--custom-t0.0,9_short_pos3_hard,episode_5,8,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,3,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,4,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,5,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_0,6,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,3,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,4,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,5,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,6,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,7,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,8,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,9,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_2,10,4,6,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,2,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,4,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,5,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,6,2,5,-30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,7,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_3,8,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,2,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,4,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,5,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,6,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,7,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,8,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,9,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,10,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,11,4,6,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,12,4,2,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_4,13,4,5,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,1,0,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,2,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_1,4,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,1,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,3,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,4,1,3,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,5,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,6,2,5,-30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,7,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,8,2,5,-30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,9,4,4,60
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,10,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,11,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,1_full_no_special_cards,episode_5,12,3,5,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,1,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,2,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,3,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,4,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,5,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,6,3,4,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,7,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_0,8,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,3,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,4,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,5,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,6,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,7,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_2,8,4,8,-40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,1,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,2,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,3,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,4,2,4,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,5,2,5,-30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,6,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,7,3,4,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_3,8,4,5,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,1,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,3,1,3,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,4,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,5,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,6,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,7,3,4,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_4,8,4,6,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,1,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,2,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,4,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,5,2,3,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,6,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,7,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_1,8,4,5,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,1,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,2,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,3,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,4,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,5,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,6,3,3,50
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,7,2,5,-30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,8_short_pos3_easy,episode_5,8,4,5,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,3,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,4,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,5,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,6,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,7,3,1,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_0,8,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,2,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,3,1,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,4,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,5,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,6,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,7,3,2,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_2,8,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,2,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,4,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,5,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_3,6,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,1,0,0,20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,3,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,4,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,5,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,6,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,7,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_4,8,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,1,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,4,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,5,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,6,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,7,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_1,8,2,1,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,1,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,2,1,0,-10
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,3,1,1,30
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,4,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,5,2,2,40
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,6,2,0,-20
wizardsapprentice,gemini-1.0-pro-latest-t0.0--custom-t0.0--custom-t0.0,7_short_pos2_hard,episode_5,7,2,1,-10
